ParticipantId,PictureName,Status,Condition,Placement,LabelType,ReactionTime,Response
27,DE_5,PECon,PECon,Post-Exposure,Contextual,6,3
27,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
28,DE_5,PECon,PECon,Post-Exposure,Contextual,7,4
28,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
3,DE_5,PECon,PECon,Post-Exposure,Contextual,5,4
3,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
4,DE_5,PECon,PECon,Post-Exposure,Contextual,5,5
4,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
5,DE_5,PECon,PECon,Post-Exposure,Contextual,5,5
5,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
6,DE_5,PECon,PECon,Post-Exposure,Contextual,11,1
6,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
7,DE_5,PECon,PECon,Post-Exposure,Contextual,5,4
7,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,2
8,DE_5,PECon,PECon,Post-Exposure,Contextual,6,4
8,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,9,3
9,DE_5,PECon,PECon,Post-Exposure,Contextual,5,3
9,DE_5,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
1,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
1,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
10,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
10,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
11,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
11,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
12,DE_6,PECon,PECon,Post-Exposure,Contextual,5,4
12,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
13,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
13,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
14,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
14,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,3
15,DE_6,PECon,PECon,Post-Exposure,Contextual,12,4
15,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,9,3
16,DE_6,PECon,PECon,Post-Exposure,Contextual,5,4
16,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,4
17,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
17,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
18,DE_6,PECon,PECon,Post-Exposure,Contextual,6,5
18,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,12,2
19,DE_6,PECon,PECon,Post-Exposure,Contextual,5,3
19,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
2,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
2,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
20,DE_6,PECon,PECon,Post-Exposure,Contextual,8,4
20,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
21,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
21,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
22,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
22,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
23,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
23,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,3
24,DE_6,PECon,PECon,Post-Exposure,Contextual,5,3
24,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
25,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
25,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
26,DE_6,PECon,PECon,Post-Exposure,Contextual,6,1
26,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
27,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
27,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
28,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
28,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
3,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
3,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
4,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
4,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,4
5,DE_6,PECon,PECon,Post-Exposure,Contextual,6,5
5,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
6,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
6,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,5
7,DE_6,PECon,PECon,Post-Exposure,Contextual,6,5
7,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
8,DE_6,PECon,PECon,Post-Exposure,Contextual,5,5
8,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,5
9,DE_6,PECon,PECon,Post-Exposure,Contextual,5,4
9,DE_6,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,4
1,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
1,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
10,DE_7,PECon,PECon,Post-Exposure,Contextual,6,4
10,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
11,DE_7,PECon,PECon,Post-Exposure,Contextual,7,1
11,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,19,2
12,DE_7,PECon,PECon,Post-Exposure,Contextual,5,2
12,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
13,DE_7,PECon,PECon,Post-Exposure,Contextual,6,4
13,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,16,2
14,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
14,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
15,DE_7,PECon,PECon,Post-Exposure,Contextual,6,3
15,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,3
16,DE_7,PECon,PECon,Post-Exposure,Contextual,6,4
16,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
17,DE_7,PECon,PECon,Post-Exposure,Contextual,6,2
17,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
18,DE_7,PECon,PECon,Post-Exposure,Contextual,8,4
18,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,12,3
19,DE_7,PECon,PECon,Post-Exposure,Contextual,5,4
19,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
2,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
2,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,5
20,DE_7,PECon,PECon,Post-Exposure,Contextual,5,4
20,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,4
21,DE_7,PECon,PECon,Post-Exposure,Contextual,5,4
21,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
22,DE_7,PECon,PECon,Post-Exposure,Contextual,5,4
22,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,5
23,DE_7,PECon,PECon,Post-Exposure,Contextual,6,2
23,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,2
24,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
24,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
25,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
25,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,4
26,DE_7,PECon,PECon,Post-Exposure,Contextual,6,2
26,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,3
27,DE_7,PECon,PECon,Post-Exposure,Contextual,5,2
27,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
28,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
28,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,4
3,DE_7,PECon,PECon,Post-Exposure,Contextual,5,3
3,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
4,DE_7,PECon,PECon,Post-Exposure,Contextual,5,5
4,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
5,DE_7,PECon,PECon,Post-Exposure,Contextual,6,3
5,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
6,DE_7,PECon,PECon,Post-Exposure,Contextual,12,3
6,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,10,2
7,DE_7,PECon,PECon,Post-Exposure,Contextual,5,2
7,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
8,DE_7,PECon,PECon,Post-Exposure,Contextual,7,4
8,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
9,DE_7,PECon,PECon,Post-Exposure,Contextual,5,2
9,DE_7,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
1,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
1,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
10,DE_8,PECon,PECon,Post-Exposure,Contextual,5,3
10,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
11,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
11,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
12,DE_8,PECon,PECon,Post-Exposure,Contextual,5,3
12,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
13,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
13,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,1
14,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
14,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
15,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
15,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,9,2
16,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
16,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
17,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
17,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,1
18,DE_8,PECon,PECon,Post-Exposure,Contextual,10,1
18,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,12,1
19,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
19,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
2,DE_8,PECon,PECon,Post-Exposure,Contextual,5,4
2,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
20,DE_8,PECon,PECon,Post-Exposure,Contextual,6,4
20,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,4
21,DE_8,PECon,PECon,Post-Exposure,Contextual,6,2
21,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
22,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
22,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
23,DE_8,PECon,PECon,Post-Exposure,Contextual,14,2
23,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,2
24,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
24,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
25,DE_8,PECon,PECon,Post-Exposure,Contextual,6,1
25,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
26,DE_8,PECon,PECon,Post-Exposure,Contextual,7,4
26,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,10,4
27,DE_8,PECon,PECon,Post-Exposure,Contextual,6,1
27,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
28,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
28,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
3,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
3,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,3
4,DE_8,PECon,PECon,Post-Exposure,Contextual,10,2
4,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
5,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
5,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
6,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
6,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,10,1
7,DE_8,PECon,PECon,Post-Exposure,Contextual,5,1
7,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
8,DE_8,PECon,PECon,Post-Exposure,Contextual,6,2
8,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,2
9,DE_8,PECon,PECon,Post-Exposure,Contextual,5,2
9,DE_8,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
1,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
1,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
10,DE_9,PECon,PECon,Post-Exposure,Contextual,6,1
10,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
11,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
11,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
12,DE_9,PECon,PECon,Post-Exposure,Contextual,5,4
12,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
13,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
13,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
14,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
14,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
15,DE_9,PECon,PECon,Post-Exposure,Contextual,6,2
15,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
16,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
16,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
17,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
17,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
18,DE_9,PECon,PECon,Post-Exposure,Contextual,11,2
18,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,2
19,DE_9,PECon,PECon,Post-Exposure,Contextual,6,3
19,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,7,2
2,DE_9,PECon,PECon,Post-Exposure,Contextual,8,2
2,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,4
20,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
20,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
21,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
21,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
22,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
22,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
23,DE_9,PECon,PECon,Post-Exposure,Contextual,6,1
23,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
24,DE_9,PECon,PECon,Post-Exposure,Contextual,5,4
24,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,4
25,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
25,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,1
26,DE_9,PECon,PECon,Post-Exposure,Contextual,10,3
26,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,8,2
27,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
27,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
28,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
28,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
3,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
3,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
4,DE_9,PECon,PECon,Post-Exposure,Contextual,6,3
4,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,6,2
5,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
5,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
6,DE_9,PECon,PECon,Post-Exposure,Contextual,6,1
6,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
7,DE_9,PECon,PECon,Post-Exposure,Contextual,5,1
7,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,1
8,DE_9,PECon,PECon,Post-Exposure,Contextual,6,3
8,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
9,DE_9,PECon,PECon,Post-Exposure,Contextual,5,2
9,DE_9,PECon_Post-Exposure,PECon,Post-Exposure,Contextual,5,2
1,DM_1,PEM,PEM,Post-Exposure,Mixed,5,5
1,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
10,DM_1,PEM,PEM,Post-Exposure,Mixed,5,5
10,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
11,DM_1,PEM,PEM,Post-Exposure,Mixed,5,2
11,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
12,DM_1,PEM,PEM,Post-Exposure,Mixed,5,3
12,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
13,DM_1,PEM,PEM,Post-Exposure,Mixed,6,5
13,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
14,DM_1,PEM,PEM,Post-Exposure,Mixed,5,5
14,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
15,DM_1,PEM,PEM,Post-Exposure,Mixed,5,2
15,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
16,DM_1,PEM,PEM,Post-Exposure,Mixed,5,2
16,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
17,DM_1,PEM,PEM,Post-Exposure,Mixed,6,2
17,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
18,DM_1,PEM,PEM,Post-Exposure,Mixed,9,4
18,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,24,4
19,DM_1,PEM,PEM,Post-Exposure,Mixed,7,2
19,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
2,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
2,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,4
20,DM_1,PEM,PEM,Post-Exposure,Mixed,9,4
20,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,21,2
21,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
21,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
22,DM_1,PEM,PEM,Post-Exposure,Mixed,5,3
22,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
23,DM_1,PEM,PEM,Post-Exposure,Mixed,5,5
23,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,15,4
24,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
24,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
25,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
25,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
26,DM_1,PEM,PEM,Post-Exposure,Mixed,6,4
26,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
27,DM_1,PEM,PEM,Post-Exposure,Mixed,6,4
27,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
28,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
28,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
3,DM_1,PEM,PEM,Post-Exposure,Mixed,5,3
3,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
4,DM_1,PEM,PEM,Post-Exposure,Mixed,5,5
4,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,5
5,DM_1,PEM,PEM,Post-Exposure,Mixed,5,2
5,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,3
6,DM_1,PEM,PEM,Post-Exposure,Mixed,6,5
6,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
7,DM_1,PEM,PEM,Post-Exposure,Mixed,5,3
7,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
8,DM_1,PEM,PEM,Post-Exposure,Mixed,6,5
8,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
9,DM_1,PEM,PEM,Post-Exposure,Mixed,5,4
9,DM_1,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
1,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
1,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
10,DM_10,PEM,PEM,Post-Exposure,Mixed,6,1
10,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
11,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
11,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
12,DM_10,PEM,PEM,Post-Exposure,Mixed,5,3
12,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
13,DM_10,PEM,PEM,Post-Exposure,Mixed,9,2
13,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
14,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
14,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
15,DM_10,PEM,PEM,Post-Exposure,Mixed,5,3
15,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,17,2
16,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
16,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
17,DM_10,PEM,PEM,Post-Exposure,Mixed,6,1
17,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
18,DM_10,PEM,PEM,Post-Exposure,Mixed,12,2
18,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,13,2
19,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
19,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
2,DM_10,PEM,PEM,Post-Exposure,Mixed,5,5
2,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
20,DM_10,PEM,PEM,Post-Exposure,Mixed,7,2
20,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,28,4
21,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
21,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
22,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
22,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
23,DM_10,PEM,PEM,Post-Exposure,Mixed,11,4
23,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,17,3
24,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
24,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
25,DM_10,PEM,PEM,Post-Exposure,Mixed,5,3
25,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,10,2
26,DM_10,PEM,PEM,Post-Exposure,Mixed,8,3
26,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
27,DM_10,PEM,PEM,Post-Exposure,Mixed,6,4
27,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
28,DM_10,PEM,PEM,Post-Exposure,Mixed,6,1
28,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
3,DM_10,PEM,PEM,Post-Exposure,Mixed,5,3
3,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
4,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
4,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
5,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
5,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
6,DM_10,PEM,PEM,Post-Exposure,Mixed,6,1
6,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
7,DM_10,PEM,PEM,Post-Exposure,Mixed,5,2
7,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
8,DM_10,PEM,PEM,Post-Exposure,Mixed,5,1
8,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,12,3
9,DM_10,PEM,PEM,Post-Exposure,Mixed,9,2
9,DM_10,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
1,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
1,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
10,DM_2,PEM,PEM,Post-Exposure,Mixed,5,4
10,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
11,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
11,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
12,DM_2,PEM,PEM,Post-Exposure,Mixed,5,3
12,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
13,DM_2,PEM,PEM,Post-Exposure,Mixed,5,4
13,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,15,2
14,DM_2,PEM,PEM,Post-Exposure,Mixed,7,1
14,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
15,DM_2,PEM,PEM,Post-Exposure,Mixed,7,1
15,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
16,DM_2,PEM,PEM,Post-Exposure,Mixed,5,2
16,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,16,2
17,DM_2,PEM,PEM,Post-Exposure,Mixed,5,2
17,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,4
18,DM_2,PEM,PEM,Post-Exposure,Mixed,6,1
18,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
19,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
19,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
2,DM_2,PEM,PEM,Post-Exposure,Mixed,5,5
2,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,5
20,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
20,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,4
21,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
21,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
22,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
22,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
23,DM_2,PEM,PEM,Post-Exposure,Mixed,5,3
23,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,2
24,DM_2,PEM,PEM,Post-Exposure,Mixed,5,2
