ParticipantId,PictureName,Status,Condition,Placement,LabelType,ReactionTime,Response
24,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
25,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
25,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
26,DM_2,PEM,PEM,Post-Exposure,Mixed,5,2
26,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
27,DM_2,PEM,PEM,Post-Exposure,Mixed,7,4
27,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
28,DM_2,PEM,PEM,Post-Exposure,Mixed,5,5
28,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
3,DM_2,PEM,PEM,Post-Exposure,Mixed,5,3
3,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
4,DM_2,PEM,PEM,Post-Exposure,Mixed,6,2
4,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
5,DM_2,PEM,PEM,Post-Exposure,Mixed,5,2
5,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
6,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
6,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
7,DM_2,PEM,PEM,Post-Exposure,Mixed,5,1
7,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
8,DM_2,PEM,PEM,Post-Exposure,Mixed,5,4
8,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
9,DM_2,PEM,PEM,Post-Exposure,Mixed,6,2
9,DM_2,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,3
1,DM_3,PEM,PEM,Post-Exposure,Mixed,5,5
1,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
10,DM_3,PEM,PEM,Post-Exposure,Mixed,5,2
10,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
11,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
11,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
12,DM_3,PEM,PEM,Post-Exposure,Mixed,5,2
12,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
13,DM_3,PEM,PEM,Post-Exposure,Mixed,7,2
13,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,3
14,DM_3,PEM,PEM,Post-Exposure,Mixed,6,4
14,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
15,DM_3,PEM,PEM,Post-Exposure,Mixed,6,4
15,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
16,DM_3,PEM,PEM,Post-Exposure,Mixed,6,2
16,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,12,2
17,DM_3,PEM,PEM,Post-Exposure,Mixed,7,5
17,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
18,DM_3,PEM,PEM,Post-Exposure,Mixed,7,5
18,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
19,DM_3,PEM,PEM,Post-Exposure,Mixed,5,2
19,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,3
2,DM_3,PEM,PEM,Post-Exposure,Mixed,12,4
2,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,5
20,DM_3,PEM,PEM,Post-Exposure,Mixed,11,2
20,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
21,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
21,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
22,DM_3,PEM,PEM,Post-Exposure,Mixed,14,3
22,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
23,DM_3,PEM,PEM,Post-Exposure,Mixed,6,5
23,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,5
24,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
24,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
25,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
25,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,12,4
26,DM_3,PEM,PEM,Post-Exposure,Mixed,9,4
26,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
27,DM_3,PEM,PEM,Post-Exposure,Mixed,6,3
27,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
28,DM_3,PEM,PEM,Post-Exposure,Mixed,5,5
28,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
3,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
3,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
4,DM_3,PEM,PEM,Post-Exposure,Mixed,5,4
4,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
5,DM_3,PEM,PEM,Post-Exposure,Mixed,7,4
5,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
6,DM_3,PEM,PEM,Post-Exposure,Mixed,5,5
6,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,1
7,DM_3,PEM,PEM,Post-Exposure,Mixed,5,2
7,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
8,DM_3,PEM,PEM,Post-Exposure,Mixed,5,5
8,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
9,DM_3,PEM,PEM,Post-Exposure,Mixed,5,3
9,DM_3,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
1,DM_4,PEM,PEM,Post-Exposure,Mixed,5,2
1,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
10,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
10,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
11,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
11,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
12,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
12,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
13,DM_4,PEM,PEM,Post-Exposure,Mixed,10,3
13,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
14,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
14,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
15,DM_4,PEM,PEM,Post-Exposure,Mixed,6,2
15,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
16,DM_4,PEM,PEM,Post-Exposure,Mixed,6,1
16,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
17,DM_4,PEM,PEM,Post-Exposure,Mixed,5,2
17,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
18,DM_4,PEM,PEM,Post-Exposure,Mixed,11,1
18,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
19,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
19,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
2,DM_4,PEM,PEM,Post-Exposure,Mixed,7,3
2,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
20,DM_4,PEM,PEM,Post-Exposure,Mixed,6,1
20,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,15,3
21,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
21,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
22,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
22,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
23,DM_4,PEM,PEM,Post-Exposure,Mixed,16,3
23,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
24,DM_4,PEM,PEM,Post-Exposure,Mixed,7,2
24,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
25,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
25,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
26,DM_4,PEM,PEM,Post-Exposure,Mixed,7,2
26,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
27,DM_4,PEM,PEM,Post-Exposure,Mixed,5,4
27,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
28,DM_4,PEM,PEM,Post-Exposure,Mixed,5,2
28,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
3,DM_4,PEM,PEM,Post-Exposure,Mixed,5,2
3,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
4,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
4,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
5,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
5,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
6,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
6,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
7,DM_4,PEM,PEM,Post-Exposure,Mixed,5,1
7,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
8,DM_4,PEM,PEM,Post-Exposure,Mixed,6,2
8,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
9,DM_4,PEM,PEM,Post-Exposure,Mixed,5,2
9,DM_4,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
1,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
1,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
10,DM_5,PEM,PEM,Post-Exposure,Mixed,7,4
10,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
11,DM_5,PEM,PEM,Post-Exposure,Mixed,5,1
11,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,11,2
12,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
12,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
13,DM_5,PEM,PEM,Post-Exposure,Mixed,6,2
13,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,13,2
14,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
14,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
15,DM_5,PEM,PEM,Post-Exposure,Mixed,6,4
15,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
16,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
16,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
17,DM_5,PEM,PEM,Post-Exposure,Mixed,5,1
17,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
18,DM_5,PEM,PEM,Post-Exposure,Mixed,6,5
18,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,4
19,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
19,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
2,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
2,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
20,DM_5,PEM,PEM,Post-Exposure,Mixed,6,5
20,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,3
21,DM_5,PEM,PEM,Post-Exposure,Mixed,6,3
21,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
22,DM_5,PEM,PEM,Post-Exposure,Mixed,5,4
22,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
23,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
23,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
24,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
24,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,12,2
25,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
25,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
26,DM_5,PEM,PEM,Post-Exposure,Mixed,6,4
26,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
27,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
27,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
28,DM_5,PEM,PEM,Post-Exposure,Mixed,5,4
28,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
3,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
3,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
4,DM_5,PEM,PEM,Post-Exposure,Mixed,5,3
4,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
5,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
5,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
6,DM_5,PEM,PEM,Post-Exposure,Mixed,9,5
6,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
7,DM_5,PEM,PEM,Post-Exposure,Mixed,5,2
7,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
8,DM_5,PEM,PEM,Post-Exposure,Mixed,5,5
8,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,4
9,DM_5,PEM,PEM,Post-Exposure,Mixed,5,4
9,DM_5,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
1,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
1,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
10,DM_6,PEM,PEM,Post-Exposure,Mixed,5,3
10,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
11,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
11,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
12,DM_6,PEM,PEM,Post-Exposure,Mixed,5,2
12,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
13,DM_6,PEM,PEM,Post-Exposure,Mixed,9,5
13,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
14,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
14,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
15,DM_6,PEM,PEM,Post-Exposure,Mixed,7,5
15,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
16,DM_6,PEM,PEM,Post-Exposure,Mixed,9,4
16,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
17,DM_6,PEM,PEM,Post-Exposure,Mixed,8,4
17,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
18,DM_6,PEM,PEM,Post-Exposure,Mixed,15,4
18,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
19,DM_6,PEM,PEM,Post-Exposure,Mixed,5,3
19,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
2,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
2,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
20,DM_6,PEM,PEM,Post-Exposure,Mixed,6,5
20,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,5
21,DM_6,PEM,PEM,Post-Exposure,Mixed,12,4
21,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
22,DM_6,PEM,PEM,Post-Exposure,Mixed,5,4
22,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
23,DM_6,PEM,PEM,Post-Exposure,Mixed,7,5
23,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,15,4
24,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
24,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
25,DM_6,PEM,PEM,Post-Exposure,Mixed,10,4
25,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
26,DM_6,PEM,PEM,Post-Exposure,Mixed,7,4
26,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
27,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
27,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
28,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
28,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
3,DM_6,PEM,PEM,Post-Exposure,Mixed,5,4
3,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
4,DM_6,PEM,PEM,Post-Exposure,Mixed,5,5
4,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
5,DM_6,PEM,PEM,Post-Exposure,Mixed,5,2
5,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
6,DM_6,PEM,PEM,Post-Exposure,Mixed,6,5
6,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,5
7,DM_6,PEM,PEM,Post-Exposure,Mixed,5,2
7,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
8,DM_6,PEM,PEM,Post-Exposure,Mixed,9,5
8,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
9,DM_6,PEM,PEM,Post-Exposure,Mixed,5,3
9,DM_6,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
1,DM_7,PEM,PEM,Post-Exposure,Mixed,5,5
1,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
10,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
10,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,4
11,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
11,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,5
12,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
12,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
13,DM_7,PEM,PEM,Post-Exposure,Mixed,6,4
13,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
14,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
14,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
15,DM_7,PEM,PEM,Post-Exposure,Mixed,6,5
15,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,4
16,DM_7,PEM,PEM,Post-Exposure,Mixed,8,2
16,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
17,DM_7,PEM,PEM,Post-Exposure,Mixed,7,3
17,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
18,DM_7,PEM,PEM,Post-Exposure,Mixed,8,5
18,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
19,DM_7,PEM,PEM,Post-Exposure,Mixed,6,3
19,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,4
2,DM_7,PEM,PEM,Post-Exposure,Mixed,5,5
2,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
20,DM_7,PEM,PEM,Post-Exposure,Mixed,8,4
20,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,17,4
21,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
21,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
22,DM_7,PEM,PEM,Post-Exposure,Mixed,6,4
22,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
23,DM_7,PEM,PEM,Post-Exposure,Mixed,10,4
23,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,19,3
24,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
24,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
25,DM_7,PEM,PEM,Post-Exposure,Mixed,5,2
25,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
26,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
26,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
27,DM_7,PEM,PEM,Post-Exposure,Mixed,5,5
27,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,4
28,DM_7,PEM,PEM,Post-Exposure,Mixed,5,4
28,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
3,DM_7,PEM,PEM,Post-Exposure,Mixed,8,3
3,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
4,DM_7,PEM,PEM,Post-Exposure,Mixed,7,5
4,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
5,DM_7,PEM,PEM,Post-Exposure,Mixed,5,3
5,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
6,DM_7,PEM,PEM,Post-Exposure,Mixed,7,5
6,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,8,5
7,DM_7,PEM,PEM,Post-Exposure,Mixed,5,3
7,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,3
8,DM_7,PEM,PEM,Post-Exposure,Mixed,6,3
8,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,5
9,DM_7,PEM,PEM,Post-Exposure,Mixed,7,2
9,DM_7,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
1,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
1,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
10,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
10,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
11,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
11,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
12,DM_8,PEM,PEM,Post-Exposure,Mixed,6,3
12,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
13,DM_8,PEM,PEM,Post-Exposure,Mixed,5,2
13,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
14,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
14,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
15,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
15,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
16,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
16,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
17,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
17,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
18,DM_8,PEM,PEM,Post-Exposure,Mixed,11,2
18,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,11,1
19,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
19,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
2,DM_8,PEM,PEM,Post-Exposure,Mixed,12,3
2,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
20,DM_8,PEM,PEM,Post-Exposure,Mixed,9,4
20,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,14,4
21,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
21,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
22,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
22,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
23,DM_8,PEM,PEM,Post-Exposure,Mixed,6,1
23,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
24,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
24,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
25,DM_8,PEM,PEM,Post-Exposure,Mixed,8,1
25,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
26,DM_8,PEM,PEM,Post-Exposure,Mixed,9,2
26,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
27,DM_8,PEM,PEM,Post-Exposure,Mixed,6,3
27,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
28,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
28,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
3,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
3,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
4,DM_8,PEM,PEM,Post-Exposure,Mixed,5,2
4,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
5,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
5,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
6,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
6,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
7,DM_8,PEM,PEM,Post-Exposure,Mixed,5,1
7,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
8,DM_8,PEM,PEM,Post-Exposure,Mixed,5,2
8,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,9,2
9,DM_8,PEM,PEM,Post-Exposure,Mixed,5,2
9,DM_8,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,7,2
1,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
1,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
10,DM_9,PEM,PEM,Post-Exposure,Mixed,6,2
10,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
11,DM_9,PEM,PEM,Post-Exposure,Mixed,8,1
11,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,2
12,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
12,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
13,DM_9,PEM,PEM,Post-Exposure,Mixed,16,2
13,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
14,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
14,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
15,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
15,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
16,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
16,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,6,1
17,DM_9,PEM,PEM,Post-Exposure,Mixed,6,1
17,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
18,DM_9,PEM,PEM,Post-Exposure,Mixed,14,4
18,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,19,4
19,DM_9,PEM,PEM,Post-Exposure,Mixed,5,1
19,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,1
2,DM_9,PEM,PEM,Post-Exposure,Mixed,7,2
2,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,2
20,DM_9,PEM,PEM,Post-Exposure,Mixed,9,4
20,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,10,2
21,DM_9,PEM,PEM,Post-Exposure,Mixed,6,3
21,DM_9,PEM_Post-Exposure,PEM,Post-Exposure,Mixed,5,3
